date,stock_id,stock_name,close,avg_amount_20d,big_amount,today_amount,is_disposal
2025-08-13,3163,波若威,182.0,833809082,3500000,2779292550,-
2025-08-13,2630,亞航,56.8,565516243,2500000,3194731038,-
2025-08-14,4931,新盛力,152.0,4014230767,16000000,5818086837,-
2025-08-14,1802,台玻,29.85,2612519417,10000000,7652298864,-
2025-08-14,6215,和椿,156.5,2543652896,10000000,3317077601,-
2025-08-14,3019,亞光,168.5,2303404579,9000000,14299334684,-
2025-08-14,8234,新漢,114.5,1613936596,6500000,3245244347,-
2025-08-14,3305,昇貿,84.3,715711059,3000000,841479472,-
2025-08-14,5498,凱崴,24.55,515062348,2000000,2043638773,-
2025-08-15,8358,金居,153.0,7658833773,31000000,4346805799,-
2025-08-15,4979,華星光,211.0,2737387913,11000000,11556398777,-
2025-08-15,3363,上詮,333.0,1582119736,6500000,5076051818,-
2025-08-15,3163,波若威,201.0,1129633492,4500000,7615631812,-
2025-08-15,3305,昇貿,92.7,756368217,3000000,4147219911,-
2025-08-15,2402,毅嘉,52.5,502498428,2000000,3120749213,-
2025-08-18,3706,神達,92.5,8304874139,33000000,18530226005,-
2025-08-18,8358,金居,168.0,7558528219,30000000,10264951487,-
2025-08-18,1802,台玻,34.0,3367670339,13000000,7770317809,-
2025-08-18,6442,光聖,797.0,2705619642,11000000,6576555734,-
2025-08-18,6213,聯茂,117.5,2334499259,9500000,8381825530,-
2025-08-18,3211,順達,284.5,2001324587,8000000,3278559233,-
2025-08-18,4916,事欣科,62.7,1659666592,6500000,1805085962,-
2025-08-18,5536,聖暉*,686.0,552584814,2000000,1217487167,-
2025-08-19,6274,台燿,348.5,4774387341,19000000,10037092439,-
2025-08-19,3715,定穎投控,110.5,4459611811,18000000,3739739925,-
2025-08-19,1802,台玻,37.4,3732024887,15000000,7523226114,-
2025-08-19,6213,聯茂,129.0,2685486122,11000000,1630771319,-
2025-08-19,5371,中光電,100.5,2546134604,10000000,1677873321,-
2025-08-19,5439,高技,313.5,2509214142,10000000,3757059235,-
2025-08-19,6919,康霈*,159.5,1853440794,7500000,4251372449,-
2025-08-19,4916,事欣科,68.9,1746945746,7000000,4402525912,-
