date,group,rank,stock_id,change_0905,is_limit_up
2025-09-25,連接器,3,3689,0.5,False
2025-09-25,連接器,4,3217,0.0,False
2025-09-25,連接器,5,3605,0.0,False
2025-09-25,連接線材,1,6418,7.81,False
2025-09-25,連接線材,2,3021,1.1,False
2025-09-25,連接線材,3,6190,0.97,False
2025-09-25,連接線材,4,3665,0.46,False
2025-09-25,連接線材,5,6913,0.0,False
2025-09-25,遊戲產業,1,3546,0.74,False
2025-09-25,遊戲產業,2,4916,-0.17,False
2025-09-25,遊戲產業,3,3293,-0.25,False
2025-09-25,重電,1,1504,2.96,False
2025-09-25,重電,2,1514,1.46,False
2025-09-25,重電,3,1519,1.19,False
2025-09-25,重電,4,2371,0.87,False
2025-09-25,重電,5,1503,0.82,False
2025-09-25,金控,1,2887,0.56,False
2025-09-25,金控,2,2801,0.51,False
2025-09-25,金控,3,2845,0.4,False
2025-09-25,金控,4,2891,0.35,False
2025-09-25,金控,5,2889,0.34,False
2025-09-25,鋼鐵,1,2009,9.94,True
2025-09-25,鋼鐵,2,2033,5.38,False
2025-09-25,鋼鐵,3,2032,2.73,False
2025-09-25,鋼鐵,4,2038,2.66,False
2025-09-25,鋼鐵,5,2023,2.24,False
2025-09-25,鑽孔,1,5498,1.09,False
2025-09-25,鑽孔,2,8074,0.71,False
2025-09-25,鑽孔,3,8074,0.71,False
2025-09-25,鑽孔,4,8021,-0.11,False
2025-09-25,鑽孔,5,3167,-1.02,False
2025-09-25,電供,1,2413,3.46,False
2025-09-25,電供,2,2431,1.4,False
2025-09-25,電供,3,3032,0.61,False
2025-09-25,電供,4,3015,0.54,False
2025-09-25,電供,5,6282,0.49,False
2025-09-25,電信,1,3045,0.0,False
2025-09-25,電信,2,4904,0.0,False
2025-09-25,電信,3,2412,-0.37,False
2025-09-25,電子化工材料,1,1727,2.17,False
2025-09-25,電子化工材料,2,3388,0.96,False
2025-09-25,電子化工材料,3,3551,0.31,False
2025-09-25,電子化工材料,4,4722,0.29,False
2025-09-25,電子化工材料,5,1717,0.25,False
2025-09-25,電子紙,1,6143,-0.69,False
2025-09-25,電子通路,1,5434,2.37,False
2025-09-25,電子通路,2,5452,0.8,False
2025-09-25,電子通路,3,3224,0.64,False
2025-09-25,電子通路,4,8070,0.49,False
2025-09-25,電子通路,5,3010,0.3,False
2025-09-25,電線電纜,1,1605,9.85,True
2025-09-25,電線電纜,2,1609,7.14,False
2025-09-25,電線電纜,3,1608,5.89,False
2025-09-25,電線電纜,4,2061,5.67,False
2025-09-25,電線電纜,5,1616,5.48,False
2025-09-25,電腦周邊設備,1,6277,2.23,False
2025-09-25,電腦周邊設備,2,6188,1.65,False
2025-09-25,電腦周邊設備,3,5438,1.54,False
2025-09-25,電腦周邊設備,4,3060,1.36,False
2025-09-25,非鐵金屬,1,2009,9.94,True
2025-09-25,非鐵金屬,2,2027,2.11,False
2025-09-30,ABF,1,8046,2.05,False
2025-09-30,ABF,2,3037,2.01,False
2025-09-30,ABF,3,3189,1.43,False
2025-09-30,BBU,1,6781,5.53,False
2025-09-30,BBU,2,3323,1.56,False
2025-09-30,BBU,3,6558,1.17,False
2025-09-30,BBU,4,4931,1.0,False
2025-09-30,BBU,5,3211,0.14,False
2025-09-30,CCL,1,8358,4.3,False
2025-09-30,CCL,2,6274,3.69,False
2025-09-30,CCL,3,2368,3.27,False
2025-09-30,CCL,4,2383,2.04,False
2025-09-30,CCL,5,6213,1.95,False
2025-09-30,CPO,1,6706,6.91,False
2025-09-30,CPO,2,7734,1.91,False
2025-09-30,CPO,3,3450,1.11,False
2025-09-30,CPO,4,3701,0.99,False
2025-09-30,CPO,5,3234,0.88,False
2025-09-30,FOPLP,1,3535,2.02,False
2025-09-30,FOPLP,2,6640,1.98,False
2025-09-30,FOPLP,3,5443,1.42,False
2025-09-30,FOPLP,4,2467,1.34,False
2025-09-30,FOPLP,5,8064,0.85,False
2025-09-30,IC 零組件通路商,1,3528,1.28,False
2025-09-30,IC 零組件通路商,2,3036,1.09,False
2025-09-30,IC 零組件通路商,3,3312,0.48,False
2025-09-30,IC 零組件通路商,4,3209,0.32,False
2025-09-30,IC 零組件通路商,5,3686,0.0,False
2025-09-30,IC封測,1,2369,1.64,False
2025-09-30,IC封測,2,6257,1.23,False
2025-09-30,IC封測,3,3264,1.06,False
2025-09-30,IC封測,4,2449,0.96,False
2025-09-30,IC封測,5,3374,0.7,False
2025-09-30,IC設計,1,6695,6.2,False
2025-09-30,IC設計,2,2379,2.41,False
2025-09-30,IC設計,3,6719,1.74,False
2025-09-30,IC設計,4,6684,1.64,False
2025-09-30,IC設計,5,6202,1.6,False
2025-09-30,LED,1,4956,1.69,False
2025-09-30,LED,2,3031,1.24,False
2025-09-30,LED,3,2340,0.92,False
2025-09-30,LED,4,2393,0.8,False
2025-09-30,LED,5,1611,0.78,False
2025-09-30,ODM,1,3231,8.59,False
2025-09-30,ODM,2,6669,4.59,False
2025-09-30,ODM,3,2356,3.12,False
2025-09-30,ODM,4,2382,2.63,False
2025-09-30,ODM,5,3706,2.44,False
2025-09-30,PCB 設備,1,6727,10.0,True
2025-09-30,PCB 設備,2,2467,1.34,False
2025-09-30,PCB 設備,3,3563,1.17,False
2025-09-30,PCB 設備,4,6438,0.91,False
2025-09-30,PCB 設備,5,3030,0.28,False
2025-09-30,TFT 面板,1,8104,0.69,False
2025-09-30,TFT 面板,2,4933,0.17,False
2025-09-30,TFT 面板,3,3051,0.0,False
2025-09-30,TFT 面板,4,6116,-0.37,False
2025-09-30,TFT 面板,5,2409,-0.37,False
2025-09-30,不鏽鋼,1,2007,0.99,False
2025-09-30,不鏽鋼,2,2030,0.7,False
2025-09-30,不鏽鋼,3,2027,0.26,False
2025-09-30,不鏽鋼,4,5009,0.14,False
2025-09-30,不鏽鋼,5,1584,-0.2,False
2025-09-30,二極體,1,5425,2.06,False
2025-09-30,二極體,2,3317,1.3,False
2025-09-30,二極體,3,2481,0.72,False
2025-09-30,二極體,4,8261,0.65,False
2025-09-30,二極體,5,6411,0.0,False
2025-09-30,低軌衛星,1,2313,1.26,False
2025-09-30,低軌衛星,2,2367,0.77,False
2025-09-30,低軌衛星,3,3491,0.67,False
2025-09-30,低軌衛星,4,6443,0.67,False
2025-09-30,低軌衛星,5,6271,0.43,False
2025-09-30,保健品,1,8436,0.88,False
2025-09-30,保健品,2,3705,0.87,False
2025-09-30,保健品,3,4128,0.44,False
2025-09-30,保健品,4,1295,0.0,False
2025-09-30,保健品,5,6919,0.0,False
2025-09-30,光學鏡頭指標,1,3008,1.94,False
2025-09-30,光學鏡頭指標,2,3406,1.55,False
2025-09-30,光學鏡頭指標,3,3630,1.54,False
2025-09-30,光學鏡頭指標,4,3504,1.03,False
2025-09-30,光學鏡頭指標,5,6209,0.98,False
2025-09-30,光電,1,3290,3.49,False
2025-09-30,光電,2,3008,1.94,False
2025-09-30,光電,3,2406,1.73,False
2025-09-30,光電,4,4956,1.69,False
2025-09-30,光電,5,5243,1.6,False
2025-09-30,再生晶圓,1,1560,0.61,False
2025-09-30,再生晶圓,2,8028,0.29,False
2025-09-30,半導體封測材料,1,3305,2.84,False
2025-09-30,半導體封測材料,2,2351,1.29,False
2025-09-30,半導體封測材料,3,5285,0.41,False
2025-09-30,半導體設備,1,3581,5.66,False
2025-09-30,半導體設備,2,6953,2.45,False
2025-09-30,半導體設備,3,6735,2.43,False
2025-09-30,半導體設備,4,6640,1.98,False
2025-09-30,半導體設備,5,3680,1.92,False
2025-09-30,印刷電路板,1,2368,3.27,False
2025-09-30,印刷電路板,2,4927,2.99,False
2025-09-30,印刷電路板,3,6213,1.95,False
2025-09-30,印刷電路板,4,5439,1.94,False
2025-09-30,印刷電路板,5,5469,1.92,False
2025-09-30,塑膠,1,4303,4.14,False
2025-09-30,塑膠,2,1326,2.56,False
2025-09-30,塑膠,3,1301,1.43,False
2025-09-30,塑膠,4,1303,1.14,False
2025-09-30,塑膠,5,3294,0.87,False
2025-09-30,塑膠製品,1,4303,4.14,False
2025-09-30,太陽能,1,5483,1.76,False
2025-09-30,太陽能,2,2406,1.73,False
2025-09-30,太陽能,3,6869,0.86,False
2025-09-30,太陽能,4,6873,0.83,False
2025-09-30,太陽能,5,6443,0.67,False
2025-09-30,工具機,1,3484,1.63,False
2025-09-30,工具機,2,1590,0.67,False
2025-09-30,工具機,3,4526,0.43,False
2025-09-30,工具機,4,4510,0.33,False
2025-09-30,工具機,5,2049,-0.23,False
2025-09-30,工業電腦,1,6166,1.48,False
2025-09-30,工業電腦,2,4916,0.89,False
2025-09-30,工業電腦,3,6414,0.69,False
2025-09-30,工業電腦,4,6161,0.54,False
2025-09-30,工業電腦,5,3088,0.51,False
2025-09-30,廠務,1,6691,1.03,False
2025-09-30,廠務,2,6139,1.0,False
2025-09-30,廠務,3,2404,0.67,False
2025-09-30,廠務,4,3402,0.39,False
2025-09-30,廠務,5,5536,-0.4,False
2025-09-30,探針卡,1,6510,3.14,False
2025-09-30,探針卡,2,6515,3.09,False
2025-09-30,探針卡,3,6683,0.79,False
2025-09-30,探針卡,4,6217,-0.12,False
2025-09-30,探針卡,5,6223,-0.6,False
2025-09-30,散熱,1,3653,9.79,True
2025-09-30,散熱,2,2421,4.13,False
2025-09-30,散熱,3,3324,3.19,False
2025-09-30,散熱,4,3017,2.23,False
2025-09-30,散熱,5,3013,2.21,False
2025-09-30,晶圓代工,1,2303,2.56,False
2025-09-30,晶圓代工,2,5347,1.98,False
2025-09-30,晶圓代工,3,2330,1.15,False
2025-09-30,板卡,1,2331,2.14,False
2025-09-30,板卡,2,3515,1.89,False
2025-09-30,板卡,3,2377,1.75,False
2025-09-30,板卡,4,2376,1.54,False
2025-09-30,板卡,5,2425,1.31,False
2025-09-30,模具沖壓,1,4545,6.17,False
2025-09-30,模具沖壓,2,1569,1.74,False
2025-09-30,模具沖壓,3,5243,1.6,False
2025-09-30,模具沖壓,4,5284,0.92,False
2025-09-30,模具沖壓,5,3543,0.72,False
2025-09-30,機器人,1,5392,1.61,False
2025-09-30,機器人,2,2365,1.09,False
2025-09-30,機器人,3,2233,0.99,False
2025-09-30,機器人,4,6209,0.98,False
2025-09-30,機器人,5,4571,0.87,False
2025-09-30,機械零組件,1,2067,10.0,True
2025-09-30,機械零組件,2,1589,1.92,False
2025-09-30,機械零組件,3,4560,-0.3,False
2025-09-30,機殼,1,8210,2.25,False
2025-09-30,機殼,2,3032,2.24,False
2025-09-30,機殼,3,3013,2.21,False
2025-09-30,機殼,4,5426,1.14,False
2025-09-30,機殼,5,2354,1.0,False
2025-09-30,水泥,1,1101,1.47,False
2025-09-30,水泥,2,1102,1.35,False
2025-09-30,水泥,3,9945,1.19,False
2025-09-30,水泥,4,8936,0.79,False
2025-09-30,水泥,5,9930,0.7,False
2025-09-30,滑軌,1,2059,5.81,False
2025-09-30,滑軌,2,6584,2.32,False
2025-09-30,營建,1,3313,6.11,False
2025-09-30,營建,2,1316,1.33,False
2025-09-30,營建,3,9945,1.19,False
2025-09-30,營建,4,1532,1.11,False
2025-09-30,營建,5,6806,1.09,False
2025-09-30,特化,1,5234,2.32,False
2025-09-30,特化,2,1727,1.31,False
2025-09-30,特化,3,1717,1.13,False
2025-09-30,特化,4,1773,0.75,False
2025-09-30,特化,5,4749,0.22,False
2025-09-30,玻纖布,1,1815,1.74,False
2025-09-30,玻纖布,2,1802,1.72,False
2025-09-30,玻纖布,3,1303,1.14,False
2025-09-30,玻纖布,4,5340,0.91,False
2025-09-30,玻纖布,5,1809,0.52,False
2025-09-30,生技醫療,1,4121,3.1,False
2025-09-30,生技醫療,2,4745,3.0,False
2025-09-30,生技醫療,3,6875,2.5,False
2025-09-30,生技醫療,4,6712,1.96,False
2025-09-30,生技醫療,5,1799,1.73,False
2025-09-30,生物製劑,1,6712,1.96,False
2025-09-30,生物製劑,2,4142,1.9,False
2025-09-30,生物製劑,3,4174,0.59,False
2025-09-30,生物製劑,4,6446,0.39,False
2025-09-30,生物製劑,5,6550,0.27,False
2025-09-30,矽晶圓指標,1,3532,4.04,False
2025-09-30,矽晶圓指標,2,6488,2.62,False
2025-09-30,矽晶圓指標,3,5483,1.76,False
2025-09-30,矽晶圓指標,4,3016,1.21,False
2025-09-30,矽晶圓指標,5,3707,0.34,False
2025-09-30,砷化鎵,1,2455,2.27,False
2025-09-30,砷化鎵,2,3105,0.55,False
2025-09-30,砷化鎵,3,8086,0.0,False
2025-09-30,筆記型電腦,1,2353,0.65,False
2025-09-30,筆記型電腦,2,2357,0.0,False
2025-09-30,筆記型電腦,3,2362,-0.24,False
2025-09-30,網路通訊,1,2345,6.2,False
2025-09-30,網路通訊,2,6163,3.94,False
2025-09-30,網路通訊,3,3466,2.66,False
2025-09-30,網路通訊,4,2444,2.18,False
2025-09-30,網路通訊,5,2498,1.68,False
2025-09-30,航空,1,2610,0.73,False
2025-09-30,航空,2,2618,0.39,False
2025-09-30,航空,3,5609,0.0,False
2025-09-30,航空,4,6757,-0.13,False
2025-09-30,航空,5,2646,-0.2,False
2025-09-30,被動元件,1,3357,1.95,False
2025-09-30,被動元件,2,2327,0.6,False
2025-09-30,被動元件,3,8289,0.46,False
2025-09-30,被動元件,4,8289,0.46,False
2025-09-30,被動元件,5,2472,0.35,False
2025-09-30,記憶體,1,6770,9.96,True
2025-09-30,記憶體,2,3260,9.79,True
2025-09-30,記憶體,3,8299,8.26,False
2025-09-30,記憶體,4,2344,7.17,False
2025-09-30,記憶體,5,8277,6.67,False
2025-09-30,記憶體封測,1,8110,4.27,False
2025-09-30,記憶體封測,2,2329,2.51,False
2025-09-30,記憶體封測,3,6239,2.14,False
2025-09-30,記憶體封測,4,2441,0.0,False
2025-09-30,設備儀器商,1,3490,2.3,False
2025-09-30,設備儀器商,2,2305,1.33,False
2025-09-30,設備儀器商,3,2360,1.24,False
2025-09-30,設備儀器商,4,3219,1.0,False
2025-09-30,設備儀器商,5,6125,0.55,False
2025-09-30,設計IP,1,6531,2.19,False
2025-09-30,設計IP,2,6533,1.84,False
2025-09-30,設計IP,3,6462,1.72,False
2025-09-30,設計IP,4,3443,1.59,False
2025-09-30,設計IP,5,8227,1.3,False
2025-09-30,貨櫃,1,2609,0.56,False
2025-09-30,貨櫃,2,2603,-0.28,False
2025-09-30,貨櫃,3,2615,-0.4,False
2025-09-30,車用零組件,1,2236,3.17,False
2025-09-30,車用零組件,2,1525,1.63,False
2025-09-30,車用零組件,3,5392,1.61,False
2025-09-30,車用零組件,4,2241,1.38,False
2025-09-30,車用零組件,5,3311,1.15,False
2025-09-30,車用電子,1,2312,1.31,False
2025-09-30,車用電子,2,4915,1.03,False
2025-09-30,車用電子,3,4919,0.49,False
2025-09-30,車用電子,4,5309,0.32,False
2025-09-30,車用電子,5,3227,-0.21,False
2025-09-30,軍工,1,3149,2.56,False
2025-09-30,軍工,2,3005,2.29,False
2025-09-30,軍工,3,6166,1.48,False
2025-09-30,軍工,4,5284,0.92,False
2025-09-30,軍工,5,6517,0.9,False
2025-09-30,軟體,1,6163,3.94,False
2025-09-30,軟體,2,4953,1.84,False
2025-09-30,軟體,3,3147,1.65,False
2025-09-30,軟體,4,2468,1.32,False
2025-09-30,軟體,5,2427,0.94,False
2025-09-30,軸承,1,3376,9.3,False
2025-09-30,軸承,2,3548,5.5,False
2025-09-30,軸承,3,1582,1.91,False
2025-09-30,軸承,4,6805,1.55,False
2025-09-30,連接器,1,8103,2.96,False
2025-09-30,連接器,2,3605,1.3,False
2025-09-30,連接器,3,6197,1.3,False
2025-09-30,連接器,4,8147,1.29,False
2025-09-30,連接器,5,5457,1.21,False
2025-09-30,連接線材,1,8103,2.96,False
2025-09-30,連接線材,2,6290,2.08,False
2025-09-30,連接線材,3,3550,1.71,False
2025-09-30,連接線材,4,3665,1.63,False
2025-09-30,連接線材,5,3322,0.72,False
2025-09-30,遊戲產業,1,6482,6.35,False
2025-09-30,遊戲產業,2,6111,1.19,False
2025-09-30,遊戲產業,3,5478,0.93,False
2025-09-30,遊戲產業,4,4916,0.89,False
2025-09-30,遊戲產業,5,6441,0.0,False
2025-09-30,重電,1,9958,2.91,False
2025-09-30,重電,2,1504,0.95,False
2025-09-30,重電,3,8104,0.69,False
2025-09-30,重電,4,8171,0.54,False
2025-09-30,重電,5,1519,0.35,False
2025-09-30,金控,1,2855,1.54,False
2025-09-30,金控,2,2890,1.43,False
2025-09-30,金控,3,2884,1.37,False
2025-09-30,金控,4,5880,1.24,False
2025-09-30,金控,5,2892,0.85,False
2025-09-30,鋼鐵,1,2009,4.53,False
2025-09-30,鋼鐵,2,2012,1.46,False
2025-09-30,鋼鐵,3,2007,0.99,False
2025-09-30,鋼鐵,4,2006,0.83,False
2025-09-30,鋼鐵,5,2030,0.7,False
2025-09-30,鑽孔,1,8021,3.25,False
2025-09-30,鑽孔,2,4577,2.56,False
2025-09-30,鑽孔,3,3167,1.15,False
2025-09-30,鑽孔,4,6234,0.21,False
2025-09-30,鑽孔,5,8074,-0.18,False
2025-09-30,電供,1,2301,4.59,False
2025-09-30,電供,2,3032,2.24,False
2025-09-30,電供,3,2308,2.12,False
2025-09-30,電供,4,2457,1.91,False
2025-09-30,電供,5,6282,1.69,False
2025-09-30,電信,1,4904,0.34,False
2025-09-30,電信,2,2412,0.0,False
2025-09-30,電信,3,3045,0.0,False
2025-09-30,電子化工材料,1,1785,4.26,False
2025-09-30,電子化工材料,2,5234,2.32,False
2025-09-30,電子化工材料,3,1727,1.31,False
2025-09-30,電子化工材料,4,1717,1.13,False
2025-09-30,電子化工材料,5,3551,0.66,False
2025-09-30,電子紙,1,8069,3.7,False
2025-09-30,電子紙,2,6143,0.35,False
2025-09-30,電子通路,1,6761,1.03,False
2025-09-30,電子通路,2,5452,0.62,False
2025-09-30,電子通路,3,5434,0.32,False
2025-09-30,電線電纜,1,1616,0.59,False
2025-09-30,電線電纜,2,1608,0.48,False
2025-09-30,電線電纜,3,1612,0.27,False
2025-09-30,電線電纜,4,2061,0.27,False
2025-09-30,電線電纜,5,1609,0.25,False
2025-09-30,電腦周邊設備,1,3349,3.67,False
2025-09-30,電腦周邊設備,2,3060,3.27,False
2025-09-30,電腦周邊設備,3,5438,0.0,False
2025-09-30,非鐵金屬,1,2009,4.53,False
2025-09-30,非鐵金屬,2,2027,0.26,False
2025-09-30,食品,1,1215,0.73,False
2025-09-30,食品,2,1210,0.58,False
2025-09-30,食品,3,1216,0.13,False
2025-09-30,食品,4,1231,0.0,False
2025-09-26,ABF,1,8046,0.22,False
2025-09-26,ABF,2,3189,-0.9,False
2025-09-26,ABF,3,3037,-1.59,False
2025-09-26,BBU,1,6781,-0.86,False
2025-09-26,BBU,2,6558,-0.92,False
2025-09-26,BBU,3,3211,-1.79,False
2025-09-26,BBU,4,3323,-4.06,False
2025-09-26,BBU,5,3625,-4.09,False
2025-09-26,CCL,1,8039,2.25,False
2025-09-26,CCL,2,2383,0.0,False
2025-09-26,CCL,3,6274,0.0,False
2025-09-26,CCL,4,2368,-0.57,False
2025-09-26,CCL,5,6213,-0.93,False
2025-09-26,CPO,1,4977,0.83,False
2025-09-26,CPO,2,4979,0.23,False
2025-09-26,CPO,3,3163,-0.23,False
2025-09-26,CPO,4,3363,-0.28,False
2025-09-26,CPO,5,3701,-0.36,False
2025-09-26,FOPLP,1,3663,-0.39,False
2025-09-26,FOPLP,2,2467,-0.51,False
2025-09-26,FOPLP,3,3580,-1.07,False
2025-09-26,FOPLP,4,3535,-1.35,False
2025-09-26,FOPLP,5,8064,-1.4,False
2025-09-26,IC 零組件通路商,1,3686,0.52,False
2025-09-26,IC 零組件通路商,2,6227,0.11,False
2025-09-26,IC 零組件通路商,3,3036,0.0,False
2025-09-26,IC 零組件通路商,4,3048,-0.37,False
2025-09-26,IC 零組件通路商,5,6113,-0.45,False
2025-09-26,IC封測,1,3264,0.0,False
2025-09-26,IC封測,2,6525,-0.12,False
2025-09-26,IC封測,3,6147,-0.36,False
2025-09-26,IC封測,4,2449,-0.6,False
2025-09-26,IC封測,5,4768,-1.01,False
2025-09-26,IC設計,1,3094,3.75,False
2025-09-26,IC設計,2,6716,0.58,False
2025-09-26,IC設計,3,3228,0.31,False
2025-09-26,IC設計,4,4966,0.26,False
2025-09-26,IC設計,5,3122,0.18,False
2025-09-26,LED,1,5230,0.82,False
2025-09-26,LED,2,2491,0.39,False
2025-09-26,LED,3,3339,0.29,False
2025-09-26,LED,4,3714,0.0,False
2025-09-26,LED,5,1611,-0.38,False
2025-09-26,ODM,1,6669,1.62,False
2025-09-26,ODM,2,2382,0.53,False
2025-09-26,ODM,3,3231,0.4,False
2025-09-26,ODM,4,3706,-0.45,False
2025-09-26,ODM,5,4938,-0.56,False
2025-09-26,PCB 設備,1,2467,-0.51,False
2025-09-26,PCB 設備,2,3563,-0.94,False
2025-09-26,PCB 設備,3,6664,-0.98,False
2025-09-26,PCB 設備,4,3030,-1.09,False
2025-09-26,PCB 設備,5,6438,-1.16,False
2025-09-26,TFT 面板,1,3615,-1.01,False
2025-09-26,TFT 面板,2,6405,-1.12,False
2025-09-26,TFT 面板,3,6116,-1.3,False
2025-09-26,TFT 面板,4,2409,-1.77,False
2025-09-26,TFT 面板,5,3481,-2.03,False
2025-09-26,不鏽鋼,1,1605,2.86,False
2025-09-26,不鏽鋼,2,2007,1.24,False
2025-09-26,不鏽鋼,3,2027,-0.13,False
2025-09-26,不鏽鋼,4,1584,-0.2,False
2025-09-26,不鏽鋼,5,2069,-0.66,False
2025-09-26,二極體,1,6651,1.54,False
2025-09-26,二極體,2,3317,1.01,False
2025-09-26,二極體,3,6435,0.49,False
2025-09-26,二極體,4,2481,0.14,False
2025-09-26,二極體,5,8261,-0.43,False
2025-09-26,低軌衛星,1,6568,3.9,False
2025-09-26,低軌衛星,2,2313,0.27,False
2025-09-26,低軌衛星,3,3491,-0.22,False
2025-09-26,低軌衛星,4,6285,-0.42,False
2025-09-26,低軌衛星,5,2367,-0.74,False
2025-09-26,保健品,1,3705,1.41,False
2025-09-26,保健品,2,3205,-0.18,False
2025-09-26,保健品,3,8436,-0.44,False
2025-09-26,保健品,4,7780,-1.01,False
2025-09-26,保健品,5,4128,-1.08,False
2025-09-26,光學鏡頭指標,1,6283,0.4,False
2025-09-26,光學鏡頭指標,2,3504,0.16,False
2025-09-26,光學鏡頭指標,3,3008,-0.21,False
2025-09-26,光學鏡頭指標,4,6668,-0.35,False
2025-09-26,光學鏡頭指標,5,6209,-0.54,False
2025-09-26,光電,1,3049,1.86,False
2025-09-26,光電,2,8105,1.45,False
2025-09-26,光電,3,3290,0.75,False
2025-09-26,光電,4,3622,0.74,False
2025-09-26,光電,5,2491,0.39,False
2025-09-26,再生晶圓,1,1560,-1.62,False
2025-09-26,再生晶圓,2,8028,-1.93,False
2025-09-26,半導體封測材料,1,2351,-1.36,False
2025-09-26,半導體封測材料,2,3305,-1.8,False
2025-09-26,半導體設備,1,8027,0.46,False
2025-09-26,半導體設備,2,2338,-0.37,False
2025-09-26,半導體設備,3,2467,-0.51,False
2025-09-26,半導體設備,4,3581,-0.74,False
2025-09-26,半導體設備,5,6829,-0.8,False
2025-09-26,印刷電路板,1,8155,0.0,False
2025-09-26,印刷電路板,2,6672,-0.4,False
2025-09-26,印刷電路板,3,6141,-0.41,False
2025-09-26,印刷電路板,4,6191,-0.41,False
2025-09-26,印刷電路板,5,2355,-0.42,False
2025-09-26,塑膠,1,1301,-0.13,False
2025-09-26,塑膠,2,1326,-0.17,False
2025-09-26,塑膠,3,1310,-0.45,False
2025-09-26,塑膠,4,1309,-0.46,False
2025-09-26,塑膠,5,1313,-0.47,False
2025-09-26,太陽能,1,3686,0.52,False
2025-09-26,太陽能,2,4934,0.34,False
2025-09-26,太陽能,3,6873,0.0,False
2025-09-26,太陽能,4,6244,-0.56,False
2025-09-26,太陽能,5,5483,-0.85,False
2025-09-26,工具機,1,1590,-0.13,False
2025-09-26,工具機,2,2049,-0.23,False
2025-09-26,工具機,3,6609,-1.0,False
2025-09-26,工具機,4,4526,-1.66,False
2025-09-26,工具機,5,4562,-1.99,False
2025-09-26,工業電腦,1,6680,1.25,False
2025-09-26,工業電腦,2,5490,0.95,False
2025-09-26,工業電腦,3,2395,0.16,False
2025-09-26,工業電腦,4,3479,-0.44,False
2025-09-26,工業電腦,5,6928,-0.66,False
2025-09-26,廠務,1,6667,-0.54,False
2025-09-26,廠務,2,6691,-1.01,False
2025-09-26,廠務,3,6139,-1.26,False
2025-09-26,廠務,4,5536,-1.3,False
2025-09-26,廠務,5,2404,-1.79,False
2025-09-26,探針卡,1,6515,2.72,False
2025-09-26,探針卡,2,6223,0.88,False
2025-09-26,探針卡,3,6683,0.0,False
2025-09-26,探針卡,4,6510,0.0,False
2025-09-26,探針卡,5,6217,-1.51,False
2025-09-26,散熱,1,3017,0.0,False
2025-09-26,散熱,2,6275,-0.45,False
2025-09-26,散熱,3,2486,-0.5,False
2025-09-26,散熱,4,3324,-0.58,False
2025-09-26,散熱,5,6805,-0.61,False
2025-09-26,晶圓代工,1,2303,1.02,False
2025-09-26,晶圓代工,2,2330,-0.76,False
2025-09-26,晶圓代工,3,5347,-1.48,False
2025-09-26,板卡,1,2376,1.02,False
2025-09-26,板卡,2,2331,0.0,False
2025-09-26,板卡,3,6150,-0.84,False
2025-09-26,板卡,4,2425,-0.96,False
2025-09-26,板卡,5,2399,-1.04,False
2025-09-26,模具沖壓,1,2476,-0.49,False
2025-09-26,模具沖壓,2,3543,-0.56,False
2025-09-26,模具沖壓,3,1569,-0.66,False
2025-09-26,模具沖壓,4,5243,-1.15,False
2025-09-26,模具沖壓,5,5284,-1.26,False
2025-09-26,機器人,1,1590,-0.13,False
2025-09-26,機器人,2,2049,-0.23,False
2025-09-26,機器人,3,6209,-0.54,False
2025-09-26,機器人,4,4533,-0.66,False
2025-09-26,機器人,5,4571,-1.11,False
2025-09-26,機殼,1,8210,-0.17,False
2025-09-26,機殼,2,2474,-0.27,False
2025-09-26,機殼,3,3693,-0.61,False
2025-09-26,機殼,4,3013,-0.85,False
2025-09-26,機殼,5,3032,-1.03,False
2025-09-26,水泥,1,1102,0.0,False
2025-09-26,水泥,2,9945,0.0,False
2025-09-26,水泥,3,8936,-0.39,False
2025-09-26,水泥,4,1101,-0.42,False
2025-09-26,水泥,5,1104,-0.97,False
2025-09-26,滑軌,1,2059,0.95,False
2025-09-26,滑軌,2,6584,-1.17,False
2025-09-26,營建,1,3313,9.78,True
2025-09-26,營建,2,6219,1.97,False
2025-09-26,營建,3,2543,0.82,False
2025-09-26,營建,4,5508,0.34,False
2025-09-26,營建,5,2348,0.34,False
2025-09-26,特化,1,4749,0.0,False
2025-09-26,特化,2,1717,-0.37,False
2025-09-26,特化,3,4768,-1.01,False
2025-09-26,特化,4,1773,-1.1,False
2025-09-26,特化,5,4772,-1.26,False
2025-09-26,玻纖布,1,1809,0.77,False
2025-09-26,玻纖布,2,1303,-0.73,False
2025-09-26,玻纖布,3,1815,-1.37,False
2025-09-26,玻纖布,4,1802,-1.74,False
2025-09-26,生技醫療,1,1795,8.41,False
2025-09-26,生技醫療,2,6649,1.79,False
2025-09-26,生技醫療,3,4166,1.57,False
2025-09-26,生技醫療,4,1799,1.54,False
2025-09-26,生技醫療,5,4157,1.24,False
2025-09-26,生物製劑,1,6541,1.34,False
2025-09-26,生物製劑,2,4168,0.0,False
2025-09-26,生物製劑,3,6712,-0.28,False
2025-09-26,生物製劑,4,6446,-0.77,False
2025-09-26,生物製劑,5,6547,-1.02,False
2025-09-26,矽晶圓指標,1,3707,0.83,False
2025-09-26,矽晶圓指標,2,5483,-0.85,False
2025-09-26,矽晶圓指標,3,6182,-1.42,False
2025-09-26,矽晶圓指標,4,3532,-2.37,False
