date,stock_id,stock_name,close,avg_amount_20d,big_amount,today_amount
2025-02-19,8028,昇陽半導體,159.5,1390904826.6,5500000,6764203197.0
2025-02-20,2408,南亞科,39.15,811728477.3,3000000,2879770249.0
2025-02-20,6206,飛捷,166.5,726540530.85,3000000,2195214003.0
2025-02-21,1519,華城,623.0,1571502275.6,6500000,10568770274.0
2025-02-21,3558,神準,251.0,506640972.25,2000000,1653863846.0
2025-02-24,3379,彬台,66.8,746963551.2,3000000,742189396.0
2025-02-24,4510,高鋒,54.5,600610681.7,2500000,2030715883.0
2025-02-24,4916,事欣科,51.4,607194854.0,2500000,3505003864.0
2025-02-24,5347,世界,99.8,587883508.95,2500000,2628787334.0
2025-02-25,2606,裕民,73.1,1049845555.95,4000000,5384912320.0
2025-02-25,2637,慧洋-KY,81.9,563997644.35,2500000,2719224353.0
2025-02-25,3379,彬台,73.4,689006192.25,3000000,3554862250.0
2025-02-25,4510,高鋒,59.9,696080436.0,3000000,3650967256.0
2025-02-25,4931,新盛力,72.8,1647830434.75,6500000,1802609591.0
2025-02-27,1815,富喬,35.25,2431244288.3,9500000,4336364931.0
2025-02-27,2383,台光電,633.0,2665973400.15,11000000,9019631212.0
2025-03-05,2468,華經,37.85,580058270.95,2500000,557413611.0
2025-03-05,3022,威強電,117.5,941057617.5,4000000,3694564748.0
2025-03-05,3379,彬台,75.3,828745574.5,3500000,1797694276.0
2025-03-05,6805,富世達,732.0,1023670615.1,4000000,1302694057.0
2025-03-06,5314,世紀*,897.0,664996898.9,2500000,1021605259.0
2025-03-07,5439,高技,152.0,1171700404.6,4500000,1039999968.0
2025-03-11,4931,新盛力,80.8,1268089951.3,5000000,4667724585.0
2025-03-12,3563,牧德,552.0,672165090.9,2500000,2410959513.0
2025-03-13,2328,,50.9,1072130757.0,4500000,5247214193.0
2025-03-13,2344,華邦電,21.0,2350509772.15,9500000,5453229862.0
2025-03-14,8234,新漢,95.7,800514990.45,3000000,421093241.0
2025-03-17,2637,慧洋-KY,85.0,2217112630.55,9000000,3452381671.0
2025-03-17,8096,擎亞,68.0,1169293575.8,4500000,1845796817.0
2025-03-18,8096,擎亞,74.8,1226269036.55,5000000,6993914940.0
2025-03-19,4303,信立,81.9,1570995087.45,6500000,2262313810.0
2025-03-19,4931,新盛力,96.8,3394293634.65,14000000,10343614378.0
2025-03-19,6558,興能高,61.4,1408112731.7,5500000,1373626729.0
2025-03-20,8111,立碁,64.6,586176037.7,2500000,4880778866.0
2025-03-21,2429,銘旺科,65.2,528253925.0,2000000,1403467850.0
2025-03-21,2468,華經,44.55,895365293.6,3500000,647469516.0
2025-03-21,3022,威強電,104.5,1787737698.25,7000000,1446114434.0
2025-03-21,3163,波若威,196.5,2429710021.2,9500000,5696176053.0
2025-03-21,3213,茂訊,135.5,946865055.9,4000000,887201771.0
2025-03-21,4303,信立,90.5,1669168188.8,6500000,1862569439.0
2025-03-24,2468,華經,49.0,893841627.5,3500000,1044059708.0
2025-03-24,3163,波若威,216.0,2507051184.7,10000000,17610823285.0
2025-03-25,2468,華經,53.9,889274372.15,3500000,1267079221.0
2025-03-25,4510,高鋒,54.1,1757433419.2,7000000,1363752569.0
2025-03-25,4979,華星光,202.0,3933110857.45,16000000,9552873248.0
2025-03-26,2468,華經,59.2,919296201.8,3500000,618548676.0
2025-03-26,4303,信立,92.4,1825249106.8,7500000,3613764169.0
2025-03-26,4991,環宇-KY,129.0,2086460273.2,8500000,3799062130.0
2025-03-31,4541,晟田,53.3,597537075.95,2500000,2509487073.0
2025-04-02,2634,漢翔,53.8,1263231392.2,5000000,3091048304.0
2025-04-02,4541,晟田,53.3,1114518013.35,4500000,2767712472.0
2025-04-02,8222,寶一,53.6,661942563.5,2500000,2891259335.0
2025-04-07,6877,鏵友益,94.3,726288971.7,3000000,270101212.0
2025-04-09,6148,驊宏資,49.15,893926484.75,3500000,1646018183.0
2025-04-11,1301,台塑,34.8,910862572.75,3500000,299112488.0
2025-04-11,1303,南亞,29.5,525155928.85,2000000,236545690.0
2025-04-11,1316,上曜,15.0,793794289.7,3000000,158733880.0
2025-04-11,1319,東陽,125.0,788496993.25,3000000,244764500.0
2025-04-11,1326,台化,25.1,519383741.0,2000000,351414119.0
2025-04-11,1477,聚陽,254.0,595365989.6,2500000,1388300582.0
2025-04-11,1513,中興電,117.0,790783568.3,3000000,166883301.0
2025-04-11,1519,華城,353.5,2163188151.75,8500000,524410389.0
2025-04-11,1569,濱川,59.9,1333702095.45,5500000,54586676.0
2025-04-11,1590,亞德客-KY,742.0,910097650.05,3500000,1436228352.0
2025-04-11,1605,華新,19.55,508864970.85,2000000,390903181.0
2025-04-11,1785,光洋科,51.4,504857551.65,2000000,547376542.0
2025-04-11,1815,富喬,24.65,1269433431.5,5000000,247437314.0
2025-04-11,2002,中鋼,20.9,839349418.4,3500000,311338769.0
2025-04-11,2009,第一銅,32.85,530304391.4,2000000,71854003.0
2025-04-11,2027,大成鋼,47.3,1775897111.95,7000000,669115211.0
2025-04-11,2049,上銀,196.5,1415182674.25,5500000,2114421084.0
2025-04-11,2301,光寶科,78.7,948062850.5,4000000,262760685.0
2025-04-11,2303,聯電,43.85,2432122058.75,9500000,2180766512.0
2025-04-11,2308,台達電,308.5,3532881174.95,14000000,1022045204.0
2025-04-11,2317,鴻海,123.5,11810188042.95,47000000,4393658536.0
2025-04-11,2324,仁寶,26.05,867457078.2,3500000,550734122.0
2025-04-11,2327,國巨*,425.0,1272331202.6,5000000,457955350.0
2025-04-11,2328,,37.7,2416242913.3,9500000,1521129136.0
2025-04-11,2330,,863.0,40281752475.75,50000000,17626050080.0
2025-04-11,2337,旺宏,18.75,693289950.55,3000000,67369357.0
2025-04-11,2344,華邦電,15.05,2268386118.7,9000000,522073499.0
2025-04-11,2345,智邦,478.5,2748674832.85,11000000,258303091.0
2025-04-11,2354,鴻準,52.5,654210502.8,2500000,92384785.0
2025-04-11,2356,英業達,37.25,746565609.1,3000000,175549238.0
2025-04-11,2357,華碩,485.0,3529002250.8,14000000,1396919795.0
2025-04-11,2359,所羅門,116.5,639131907.8,2500000,289021723.0
2025-04-11,2360,致茂,246.5,650118028.7,2500000,50765678.0
2025-04-11,2368,金像電,156.5,1148796456.0,4500000,360648750.0
2025-04-11,2371,大同,35.25,770779669.7,3000000,183151057.0
2025-04-11,2376,技嘉,199.0,882097236.4,3500000,296670195.0
2025-04-11,2377,微星,135.5,725272040.9,3000000,862669646.0
2025-04-11,2379,瑞昱,484.0,1263775751.4,5000000,268406072.0
2025-04-11,2382,廣達,196.0,5172913349.8,21000000,1260012852.0
2025-04-11,2383,台光電,447.5,2379748107.15,9500000,211797662.0
2025-04-11,2385,群光,140.0,808001448.85,3000000,289954420.0
2025-04-11,2395,研華,336.0,573714703.7,2500000,527301920.0
2025-04-11,2404,漢唐,459.5,1399069945.6,5500000,1610727148.0
2025-04-11,2408,南亞科,33.2,2852511053.8,11000000,260263895.0
2025-04-11,2409,友達,11.65,577131698.7,2500000,150883035.0
2025-04-11,2449,京元電子,78.9,1132922541.5,4500000,245435884.0
2025-04-11,2453,凌群,55.9,950705920.55,4000000,22390262.0
2025-04-11,2455,全新,92.7,549122906.6,2000000,524290470.0
2025-04-11,2474,可成,194.5,607005714.55,2500000,169426591.0
2025-04-11,2486,一詮,73.2,735089589.2,3000000,410152831.0
2025-04-11,2543,皇昌,76.4,1012015271.6,4000000,150809826.0
2025-04-11,2603,長榮,188.0,4960851705.0,20000000,1152029596.0
2025-04-11,2609,陽明,62.2,2260935002.05,9000000,689559640.0
2025-04-11,2615,萬海,67.2,1020765462.7,4000000,159498490.0
2025-04-11,2618,長榮航,36.85,1617791230.6,6500000,254295475.0
2025-04-11,2634,漢翔,46.5,1961688400.5,8000000,409280307.0
2025-04-11,2637,慧洋-KY,56.2,1089115440.7,4500000,660544774.0
2025-04-11,2881,富邦金,79.3,1690002872.95,7000000,790062800.0
2025-04-11,2882,國泰金,54.4,1418843030.7,5500000,1100592800.0
2025-04-11,2883,凱基金,15.5,1083188807.15,4500000,537398674.0
2025-04-11,2885,元大金,30.0,903939401.0,3500000,469113870.0
2025-04-11,2887,台新新光金,15.6,706587766.6,3000000,990334099.0
2025-04-11,2888,,10.95,759367447.7,3000000,2583478908.0
2025-04-11,2890,永豐金,21.0,777736347.35,3000000,739087948.0
2025-04-11,2891,中信金,37.4,2405547774.85,9500000,1589829249.0
2025-04-11,3013,晟銘電,89.1,607929422.3,2500000,454616803.0
2025-04-11,3017,奇鋐,374.5,3748352595.85,15000000,991183403.0
2025-04-11,3019,亞光,120.0,2544346943.95,10000000,175293720.0
2025-04-11,3022,威強電,74.0,613170152.2,2500000,51833522.0
2025-04-11,3029,零壹,112.0,799343040.05,3000000,72765392.0
2025-04-11,3034,聯詠,504.0,1586035212.7,6500000,667816632.0
2025-04-11,3035,智原,190.0,1529147348.8,6000000,185676550.0
2025-04-11,3037,欣興,77.4,1585770983.4,6500000,1225588592.0
2025-04-11,3078,僑威,68.9,909286445.3,3500000,99983934.0
2025-04-11,3081,聯亞,232.5,945316510.05,4000000,1200692087.0
2025-04-11,3131,弘塑,889.0,691970910.95,3000000,49613312.0
2025-04-11,3162,精確,42.35,707858611.8,3000000,36638114.0
2025-04-11,3163,波若威,135.0,5211343186.6,21000000,151845030.0
2025-04-11,3211,順達,140.5,2115222652.85,8500000,145827387.0
2025-04-11,3227,原相,190.5,705919225.9,3000000,194678582.0
2025-04-11,3231,緯創,82.1,1895769245.9,7500000,315597691.0
2025-04-11,3260,威剛,73.4,933795648.7,3500000,79969271.0
2025-04-11,3264,欣銓,61.3,589497853.85,2500000,40831098.0
2025-04-11,3293,鈊象,786.0,2159002717.65,8500000,482251872.0
2025-04-11,3312,弘憶股,39.1,586928685.65,2500000,54639936.0
2025-04-11,3323,加百裕,27.6,655359644.4,2500000,124431735.0
2025-04-11,3324,雙鴻,436.5,1482740170.95,6000000,466158804.0
2025-04-11,3443,創意,938.0,1541633537.8,6000000,452655350.0
2025-04-11,3450,聯鈞,188.0,3904232032.0,16000000,1043503391.0
2025-04-11,3481,群創,13.1,1435334259.25,5500000,570481206.0
2025-04-11,3491,昇達科,346.5,1590859425.75,6500000,267610801.0
2025-04-11,3563,牧德,396.5,976791784.45,4000000,166659229.0
2025-04-11,3605,宏致,43.1,582285953.5,2500000,181664370.0
2025-04-11,3653,健策,831.0,1116816217.15,4500000,1471838025.0
2025-04-11,3665,貿聯-KY,413.0,1589116842.45,6500000,498679328.0
2025-04-11,3706,神達,47.2,793918129.7,3000000,195942731.0
2025-04-11,3711,日月光投控,126.5,2152022156.15,8500000,521022306.0
2025-04-11,4303,信立,61.8,2288848940.4,9000000,115554663.0
2025-04-11,4510,高鋒,38.1,619947078.45,2500000,100494227.0
2025-04-11,4541,晟田,44.35,1668455761.15,6500000,220716853.0
2025-04-11,4583,台灣精銳,588.0,798380320.6,3000000,280089376.0
2025-04-11,4749,新應材,403.0,553672428.6,2000000,47414965.0
2025-04-11,4763,,735.0,2413541675.35,9500000,454911345.0
2025-04-11,4931,新盛力,68.3,4879426748.2,20000000,91311613.0
2025-04-11,4938,和碩,75.5,539583797.7,2000000,152171357.0
2025-04-11,4958,臻鼎-KY,94.3,702144643.15,3000000,133863351.0
2025-04-11,4971,IET-KY,98.0,522174551.2,2000000,9428384.0
2025-04-11,4977,眾達-KY,84.2,610250543.0,2500000,166102163.0
2025-04-11,4979,華星光,135.0,3999756175.15,16000000,793843144.0
2025-04-11,4991,環宇-KY,90.0,1953525283.15,8000000,735986274.0
2025-04-11,5309,系統電,31.9,544345975.25,2000000,43433242.0
2025-04-11,5347,世界,82.1,658642316.65,2500000,82985499.0
2025-04-11,5439,高技,152.5,2308939001.9,9000000,517274486.0
2025-04-11,5871,,103.5,817213766.05,3500000,802075469.0
2025-04-11,6117,迎廣,69.4,775019829.1,3000000,37601187.0
2025-04-11,6139,亞翔,193.5,760741909.0,3000000,103399787.0
2025-04-11,6148,驊宏資,54.8,1085411250.45,4500000,604496294.0
2025-04-11,6187,萬潤,221.0,524767175.45,2000000,73229897.0
2025-04-11,6191,精成科,53.5,598168301.1,2500000,96216315.0
2025-04-11,6206,飛捷,99.5,658281592.55,2500000,51064674.0
2025-04-11,6215,和椿,66.2,545282478.2,2000000,78348389.0
2025-04-11,6223,旺矽,543.0,1536170914.2,6000000,250579296.0
2025-04-11,6227,茂綸,82.7,781288548.15,3000000,145691466.0
2025-04-11,6239,力成,108.5,936432258.9,3500000,317419551.0
2025-04-11,6274,台燿,128.5,848238459.95,3500000,1226815578.0
2025-04-11,6285,啟碁,111.5,721327353.95,3000000,98090531.0
2025-04-11,6415,矽力*-KY,352.5,890773833.3,3500000,1527459569.0
2025-04-11,6438,迅得,151.0,506498550.45,2000000,973139595.0
2025-04-11,6442,光聖,325.5,907274212.05,3500000,547336006.0
2025-04-11,6446,藥華藥,490.0,883196185.5,3500000,404344570.0
2025-04-11,6472,,701.0,845111744.1,3500000,313801949.0
2025-04-11,6488,環球晶,289.5,793406597.55,3000000,196085251.0
2025-04-11,6515,穎崴,774.0,1399585354.6,5500000,662560430.0
2025-04-11,6558,興能高,42.5,986472114.2,4000000,26776775.0
2025-04-11,6753,龍德造船,98.2,670261761.4,2500000,36717553.0
2025-04-11,6757,台灣虎航,85.9,617472850.8,2500000,276344799.0
2025-04-11,6781,AES-KY,702.0,1830518432.0,7500000,381751812.0
2025-04-11,6805,富世達,469.0,1561752398.05,6000000,400757877.0
2025-04-11,6829,千附精密,118.5,822783846.5,3500000,66285798.0
2025-04-11,6877,鏵友益,75.7,668431964.0,2500000,26331100.0
2025-04-11,7402,邑錡,82.2,682286461.0,2500000,99163797.0
2025-04-11,8028,昇陽半導體,99.9,908523856.4,3500000,171787004.0
2025-04-11,8069,元太,218.0,914978435.05,3500000,666127994.0
2025-04-11,8096,擎亞,55.3,1947927940.6,8000000,136685358.0
2025-04-11,8222,寶一,52.8,1595526410.75,6500000,189914590.0
2025-04-11,8234,新漢,68.3,701816235.9,3000000,77203987.0
2025-04-11,8299,群聯,446.5,1894584421.35,7500000,463903620.0
2025-04-11,9958,世紀鋼,144.5,531222125.05,2000000,291665611.0
2025-04-14,2382,廣達,215.5,4845410458.3,19000000,13336955741.0
2025-04-14,2383,台光電,492.0,2258587212.3,9000000,4374696543.0
2025-04-14,2603,長榮,206.5,4720422049.85,19000000,13647487132.0
2025-04-14,2609,陽明,68.4,2191347321.7,9000000,4567733906.0
2025-04-14,2615,萬海,73.9,985053522.05,4000000,1295067076.0
2025-04-14,2618,長榮航,40.5,1506122982.2,6000000,3192813257.0
2025-04-14,3017,奇鋐,411.5,3529324622.25,14000000,6386557030.0
2025-04-14,3231,緯創,90.3,1822056167.4,7500000,5320285265.0
2025-04-14,3264,欣銓,67.4,555931534.85,2000000,800483151.0
2025-04-14,3665,貿聯-KY,454.0,1496097289.6,6000000,3032157278.0
2025-04-14,6415,矽力*-KY,387.5,898709772.45,3500000,1727035719.0
2025-04-15,2429,銘旺科,44.15,717705662.2,3000000,101709201.0
2025-04-15,2455,全新,97.0,567271340.45,2500000,1063311942.0
2025-04-15,2615,萬海,81.2,932229825.45,3500000,2252276584.0
2025-04-15,6415,矽力*-KY,426.0,937362883.05,3500000,2334122470.0
2025-04-15,8069,元太,237.0,897666273.05,3500000,1705523681.0
2025-04-16,1536,和大,57.7,671050107.55,2500000,452369420.0
2025-04-16,3081,聯亞,261.0,1093959407.8,4500000,1367418933.0
2025-04-16,3163,波若威,152.0,5297385023.05,21000000,3725174702.0
2025-04-16,3323,加百裕,28.65,609878728.1,2500000,111886162.0
2025-04-16,3450,聯鈞,206.5,3413744227.9,14000000,4175480252.0
2025-04-16,4931,新盛力,75.3,3324509054.4,13000000,705590394.0
2025-04-16,4977,眾達-KY,92.8,526999989.6,2000000,317935944.0
2025-04-16,4979,華星光,146.0,3712696742.2,15000000,2130311190.0
2025-04-16,4991,環宇-KY,100.5,1785340552.45,7000000,1237678458.0
2025-04-16,6148,驊宏資,59.4,1369147356.7,5500000,2517817578.0
2025-04-16,6227,茂綸,89.7,624483254.8,2500000,290981222.0
2025-04-16,6285,啟碁,130.0,773360396.25,3000000,684336933.0
2025-04-16,6438,迅得,157.5,596318677.2,2500000,744042327.0
2025-04-16,6442,光聖,353.0,816076399.05,3500000,866884845.0
2025-04-16,6515,穎崴,876.0,1361332432.3,5500000,948337649.0
2025-04-16,6558,興能高,48.3,782867279.5,3000000,698164884.0
2025-04-16,8096,擎亞,60.3,1883959273.9,7500000,1225194253.0
2025-04-16,8111,立碁,41.65,1376667638.2,5500000,352525499.0
2025-04-17,4541,晟田,51.3,1844520126.9,7500000,1526510138.0
2025-04-17,6148,驊宏資,65.3,1487463363.55,6000000,2194678808.0
2025-04-17,6829,千附精密,141.0,907952312.3,3500000,1047236210.0
2025-04-17,7402,邑錡,94.2,690563428.6,3000000,460502969.0
2025-04-17,8222,寶一,59.8,1823976122.15,7500000,1155010950.0
2025-04-18,6140,訊達,40.55,561677828.5,2000000,726588780.0
2025-04-18,6415,矽力*-KY,459.0,959180386.4,4000000,2466637790.0
2025-04-21,2408,南亞科,35.3,2310284067.4,9000000,3853706829.0
2025-04-21,6148,驊宏資,66.4,1921032373.7,7500000,5003374371.0
2025-04-22,2408,南亞科,38.8,2322949221.6,9500000,7784273442.0
2025-04-24,2468,華經,67.6,1649247804.55,6500000,865661943.0
2025-04-24,3147,大綜,234.0,786160065.9,3000000,2805098733.0
2025-04-24,3563,牧德,375.5,633508070.2,2500000,355470389.0
2025-04-24,5439,高技,130.5,1722458208.4,7000000,862233358.0
2025-04-24,6148,驊宏資,65.0,2281968685.25,9000000,561360370.0
2025-04-24,6223,旺矽,613.0,1527924393.45,6000000,952846221.0
2025-04-24,6438,迅得,147.0,704831285.65,3000000,380484598.0
2025-04-24,6515,穎崴,823.0,1091767415.65,4500000,952105291.0
2025-04-24,8028,昇陽半導體,117.5,744881309.2,3000000,1378025685.0
2025-04-25,2468,華經,74.3,1629176940.65,6500000,2387056191.0
2025-04-25,3147,大綜,257.0,904160103.8,3500000,1937674590.0
2025-04-28,2383,台光電,566.0,2390024211.95,9500000,4480864817.0
2025-04-28,3147,大綜,282.5,973434399.15,4000000,448632808.0
2025-04-28,6805,富世達,447.0,1010637044.0,4000000,1499296721.0
2025-04-29,2468,華經,80.0,1467095777.7,6000000,2111062941.0
2025-04-29,6148,驊宏資,73.1,2201218726.3,9000000,3608197588.0
2025-04-30,2049,上銀,222.5,1213911577.05,5000000,2210330785.0
2025-04-30,4583,台灣精銳,664.0,555725905.0,2000000,1099140125.0
2025-04-30,4931,新盛力,81.6,1306401227.75,5000000,3018280056.0
2025-04-30,6215,和椿,87.0,542655731.15,2000000,1375979267.0
2025-04-30,8072,陞泰,52.0,515507769.55,2000000,948848403.0
2025-04-30,8096,擎亞,57.3,1219094521.75,5000000,1249282290.0
2025-05-02,6215,和椿,95.7,597363117.5,2500000,2070364703.0
2025-05-05,1815,富喬,29.95,653021751.45,2500000,1610001622.0
2025-05-05,2360,致茂,321.5,529118013.5,2000000,1196334326.0
2025-05-05,2383,台光電,611.0,2566590127.2,10000000,5600479978.0
2025-05-05,3665,貿聯-KY,590.0,1588841681.35,6500000,2927273093.0
2025-05-05,4303,信立,82.6,1202535585.05,5000000,2129015978.0
2025-05-05,4931,新盛力,91.1,1611527708.0,6500000,5968387329.0
2025-05-05,6558,興能高,55.0,579494599.6,2500000,2861986405.0
2025-05-07,1560,中砂,270.5,524150185.8,2000000,1764378915.0
2025-05-07,4541,晟田,51.7,1419334530.35,5500000,1377796139.0
2025-05-07,5251,天鉞電,49.05,512372170.45,2000000,357422762.0
2025-05-07,6757,台灣虎航,103.5,519673935.0,2000000,4348206007.0
2025-05-07,8072,陞泰,48.1,700936918.25,3000000,502209183.0
2025-05-07,8222,寶一,66.8,2076623534.45,8500000,3713057053.0
2025-05-12,3081,聯亞,282.5,883065908.4,3500000,1961617982.0
2025-05-12,3450,聯鈞,204.5,4248028388.9,17000000,7369798043.0
2025-05-12,4979,華星光,166.0,3105474710.15,12000000,7295822809.0
2025-05-12,6227,茂綸,102.5,631763805.05,2500000,244619500.0
2025-05-12,6442,光聖,426.5,1221077995.55,5000000,4785696362.0
2025-05-12,6757,台灣虎航,108.0,892854812.15,3500000,2974886406.0
2025-05-13,3563,牧德,480.0,947735126.85,4000000,941472813.0
2025-05-13,5314,世紀*,64.9,641111434.45,2500000,866597779.0
2025-05-13,6215,和椿,106.5,1211389751.45,5000000,1862160285.0
2025-05-13,6227,茂綸,112.5,636710206.75,2500000,1481576680.0
2025-05-14,2408,南亞科,40.9,3315083647.55,13000000,5857822771.0
2025-05-14,8069,元太,233.0,1562958165.25,6500000,3958812693.0
2025-05-15,2408,南亞科,44.95,3496936103.2,14000000,11203078168.0
2025-05-15,2449,京元電子,100.5,862500542.85,3500000,3872271516.0
2025-05-15,2543,皇昌,86.9,629943355.3,2500000,1786594716.0
2025-05-15,3013,晟銘電,105.5,663177122.55,2500000,1891548309.0
2025-05-15,4991,環宇-KY,96.2,1260473875.4,5000000,2528191670.0
2025-05-16,2404,漢唐,509.0,865777293.95,3500000,2957426854.0
2025-05-16,6140,訊達,47.35,1374235481.3,5500000,788563960.0
2025-05-19,1503,士電,184.0,510602087.05,2000000,3238062687.0
2025-05-19,2615,萬海,111.0,2207864647.7,9000000,15802522850.0
2025-05-20,4949,有成精密,50.7,821787148.0,3500000,788633047.0
2025-05-21,4949,有成精密,55.7,845380174.25,3500000,4155563250.0
2025-05-21,5251,天鉞電,50.7,744629329.35,3000000,590278513.0
2025-05-21,6140,訊達,48.95,1412032940.55,5500000,1109593642.0
2025-05-21,8072,陞泰,48.15,853639405.2,3500000,358469922.0
2025-05-22,2368,金像電,244.0,1787617931.35,7000000,6017472911.0
2025-05-22,5439,高技,194.5,2110757658.15,8500000,3908182872.0
2025-05-23,2615,萬海,126.5,3910752287.7,16000000,13048866241.0
2025-05-23,6191,精成科,81.6,585020102.65,2500000,3630954443.0
2025-05-26,4949,有成精密,60.0,1213569264.3,5000000,1912837209.0
2025-05-27,3379,彬台,77.5,1051348395.3,4000000,719561960.0
2025-06-02,6890,,304.0,533814426.4,2000000,1072455586.0
2025-06-03,8222,寶一,56.5,1632358861.1,6500000,1474806101.0
2025-06-04,5251,天鉞電,52.1,883801635.25,3500000,1050681626.0
2025-06-04,8072,陞泰,50.4,862637035.95,3500000,1137865388.0
2025-06-05,3379,彬台,80.8,1309332709.05,5000000,799600592.0
2025-06-05,4763,,939.0,1568155453.9,6500000,5359422772.0
2025-06-05,9958,世紀鋼,199.0,752150396.45,3000000,2675683336.0
2025-06-09,3167,大量,110.0,527496178.8,2000000,1083851440.0
2025-06-10,3167,大量,121.0,566727993.8,2500000,5826800815.0
2025-06-10,6274,台燿,207.5,2163930702.7,8500000,7414226949.0
2025-06-11,3013,晟銘電,111.5,1050924910.95,4000000,2106442308.0
2025-06-11,3081,聯亞,288.0,1005672363.65,4000000,1610682954.0
2025-06-12,3081,聯亞,316.5,919936820.85,3500000,3193153581.0
2025-06-12,4949,有成精密,57.0,1329741852.05,5500000,856814599.0
2025-06-12,4979,華星光,184.5,2346887892.6,9500000,8710896596.0
2025-06-12,4991,環宇-KY,82.5,585967012.35,2500000,1158080945.0
2025-06-12,6290,良維,107.5,844151779.4,3500000,2587024843.0
2025-06-12,6805,富世達,763.0,1788634630.05,7000000,5838449848.0
2025-06-13,2468,華經,68.2,716739847.5,3000000,1782135234.0
2025-06-13,3324,雙鴻,694.0,1400980040.6,5500000,5086613377.0
2025-06-13,4931,新盛力,86.5,1156956730.65,4500000,1523845932.0
2025-06-13,6140,訊達,44.3,506142367.5,2000000,544682465.0
2025-06-13,6148,驊宏資,62.1,689752013.05,3000000,1388626093.0
2025-06-17,3450,聯鈞,216.5,2270677371.3,9000000,6223712507.0
2025-06-17,4991,環宇-KY,99.3,794254504.0,3000000,3879505686.0
2025-06-17,8210,勤誠,421.0,898074750.05,3500000,2614729830.0
2025-06-18,3147,大綜,209.5,584568341.35,2500000,1217107868.0
2025-06-18,4949,有成精密,60.0,1502231375.45,6000000,873736478.0
2025-06-18,5251,天鉞電,57.4,1065829886.7,4500000,2887368066.0
2025-06-19,2408,南亞科,59.1,5907987145.9,24000000,10551568386.0
2025-06-19,3013,晟銘電,135.0,1603539883.8,6500000,5818350299.0
2025-06-19,3376,新日興,200.5,1049332242.6,4000000,4462581121.0
2025-06-19,8210,勤誠,463.5,1112639975.05,4500000,4565054043.0
2025-06-20,3376,新日興,220.5,1209271628.6,5000000,9580891771.0
2025-06-23,5251,天鉞電,60.9,1154986974.75,4500000,2516210026.0
2025-06-23,6139,亞翔,294.0,1170342937.0,4500000,8740710204.0
2025-06-24,3037,欣興,110.0,2526868162.55,10000000,6535969551.0
2025-06-24,5443,均豪,89.8,695811651.2,3000000,2126457804.0
2025-06-24,6139,亞翔,323.0,1592246967.3,6500000,9557679191.0
2025-06-25,1560,中砂,316.0,932894459.5,3500000,3143469705.0
2025-06-25,2328,,43.7,539418788.35,2000000,2070763987.0
2025-06-25,2357,華碩,745.0,2724261133.15,11000000,8129846720.0
2025-06-25,3363,上詮,289.0,780191674.0,3000000,3218874981.0
2025-06-25,4991,環宇-KY,112.0,1616257992.95,6500000,2197650379.0
2025-06-25,8054,,111.0,767066362.0,3000000,1665018857.0
2025-06-25,8072,陞泰,53.0,711661386.55,3000000,706261725.0
2025-06-26,3211,順達,228.0,1171580881.6,4500000,8290251958.0
2025-06-26,4931,新盛力,93.9,1304566747.7,5000000,3732069572.0
2025-06-26,8054,,122.0,845374959.95,3500000,2812570845.0
2025-06-27,2360,致茂,430.0,765241708.35,3000000,3620615146.0
2025-06-27,3036,文曄,140.0,634976144.0,2500000,5460307036.0
2025-06-27,4931,新盛力,103.0,1373247971.85,5500000,1659947822.0
2025-06-30,3491,昇達科,370.5,664642149.25,2500000,2342710624.0
