日期,代碼,名稱,成交金額
2025-07-02,3167,大量,2063474524.0
2025-07-02,8932,,2021175914.0
2025-07-02,9904,,3202879391.0
2025-07-03,3297,杭特,3245604523.0
2025-07-04,4991,環宇-KY,7830238757.0
2025-07-07,3128,昇銳,1581048672.0
2025-07-07,4971,IET-KY,1202532145.0
2025-07-07,2889,國票金,1114590026.0
2025-07-08,2889,國票金,1879535528.0
2025-07-09,3081,聯亞,1903321404.0
2025-07-09,6640,均華,1684365469.0
2025-07-09,8046,南電,3601944109.0
2025-07-09,4971,IET-KY,1785038147.0
2025-07-09,6206,飛捷,1116184195.0
2025-07-10,4991,環宇-KY,8625856805.0
2025-07-10,3167,大量,4277471901.0
2025-07-10,6944,,1697546179.0
2025-07-11,3535,晶彩科,771953473.0
2025-07-11,6667,信紘科,1143198398.0
2025-07-11,6290,良維,2727903416.0
2025-07-11,5314,世紀*,2347821910.0
2025-07-11,6196,帆宣,1734860313.0
2025-07-14,5314,世紀*,5420602637.0
2025-07-15,3037,欣興,12329661568.0
2025-07-15,1815,富喬,6317009920.0
2025-07-15,6781,AES-KY,1929237780.0
2025-07-15,8046,南電,3855138568.0
2025-07-15,2455,全新,2790145742.0
2025-07-15,3189,景碩,5307064355.0
2025-07-16,8046,南電,14643393102.0
2025-07-16,6739,竹陞科技,465661284.0
2025-07-17,8358,金居,6352916885.0
2025-07-17,6488,環球晶,2879712955.0
2025-07-17,5483,中美晶,2824838037.0
2025-07-18,3376,新日興,5159931060.0
2025-07-18,6442,光聖,2572399947.0
2025-07-18,6739,竹陞科技,781607520.0
2025-07-18,6215,和椿,938099080.0
2025-07-21,6442,光聖,6456230288.0
2025-07-21,3044,健鼎,3098590531.0
2025-07-21,6462,神盾,2170333578.0
2025-07-21,5284,jpp-KY,1002886774.0
2025-07-21,4551,智伸科,450892778.0
2025-07-22,6191,精成科,7270240014.0
2025-07-23,3032,偉訓,1552711226.0
2025-07-23,2316,楠梓電,1942168044.0
2025-07-23,1303,南亞,1400856839.0
2025-07-23,3708,上緯投控,305125461.0
2025-07-23,1802,台玻,1783848066.0
2025-07-24,5439,高技,3978951643.0
2025-07-24,1802,台玻,3266057410.0
2025-07-25,6515,穎崴,2888420465.0
2025-07-25,2455,全新,4975552758.0
2025-07-25,8033,雷虎,4388811705.0
2025-07-28,8358,金居,5391505799.0
2025-07-28,6781,AES-KY,4103847290.0
2025-07-28,8021,尖點,2578213361.0
2025-07-28,1303,南亞,5635030477.0
2025-07-29,6781,AES-KY,6110978785.0
2025-07-29,8033,雷虎,4695701674.0
2025-07-30,8033,雷虎,10896337893.0
2025-07-30,1301,台塑,2676362648.0
2025-07-30,8234,新漢,2462570851.0
2025-07-30,5371,中光電,3192365771.0
2025-07-30,3543,州巧,387551083.0
2025-07-30,2429,銘旺科,2242867485.0
2025-07-31,1815,富喬,11000083363.0
2025-07-31,2383,台光電,6397747340.0
2025-07-31,8021,尖點,2894896326.0
2025-07-31,3081,聯亞,2877674731.0
2025-07-31,1802,台玻,4012028722.0
2025-07-31,6531,愛普*,3156102593.0
2025-08-01,3167,大量,7506489560.0
2025-08-01,2360,致茂,2357967020.0
2025-08-01,4916,事欣科,2873963559.0
2025-08-01,8028,昇陽半導體,1961616071.0
2025-08-01,3515,華擎,1057244007.0
2025-08-01,3645,達邁,1737405286.0
2025-08-04,3019,亞光,7775965305.0
2025-08-04,8028,昇陽半導體,5718283417.0
2025-08-05,2301,光寶科,7813446556.0
2025-08-05,2374,佳能,2562482448.0
2025-08-05,2645,長榮航太,3098571177.0
2025-08-06,4931,新盛力,5340368272.0
2025-08-06,3715,定穎投控,4745572921.0
2025-08-06,4991,環宇-KY,4330944428.0
2025-08-06,6223,旺矽,3787827595.0
2025-08-06,2645,長榮航太,5221437637.0
2025-08-06,6510,精測,2110896486.0
2025-08-07,4931,新盛力,10226147306.0
2025-08-07,6781,AES-KY,3802940455.0
2025-08-07,8021,尖點,3920832309.0
2025-08-07,2404,漢唐,2253774341.0
2025-08-07,3653,健策,3530060535.0
2025-08-07,4971,IET-KY,1761315830.0
2025-08-07,6488,環球晶,1477312875.0
2025-08-07,6667,信紘科,1472025370.0
2025-08-07,5536,聖暉*,723173924.0
2025-08-07,6196,帆宣,933552413.0
2025-08-07,6640,均華,617923399.0
2025-08-07,3583,辛耘,2549704942.0
2025-08-07,5443,均豪,1009979703.0
2025-08-07,4968,立積,1650137313.0
2025-08-08,8358,金居,4958812609.0
2025-08-08,2368,金像電,7400928057.0
2025-08-08,2449,京元電子,13032622745.0
2025-08-08,6215,和椿,4582307449.0
2025-08-08,2374,佳能,5592489372.0
2025-08-08,8210,勤誠,3658642950.0
2025-08-11,1815,富喬,9132233593.0
2025-08-11,6669,緯穎,10218520655.0
2025-08-11,6213,聯茂,2828526202.0
2025-08-11,4958,臻鼎-KY,4510854729.0
2025-08-11,8996,,4275109512.0
2025-08-11,2354,鴻準,6828984560.0
2025-08-11,2645,長榮航太,3428817648.0
2025-08-11,2630,亞航,918432544.0
2025-08-11,3689,湧德,2024123059.0
2025-08-11,3297,杭特,246137334.0
2025-08-12,1815,富喬,19253342862.0
2025-08-12,1802,台玻,7205188581.0
2025-08-12,3163,波若威,2779292550.0
2025-08-12,2630,亞航,3194731038.0
2025-08-12,3605,宏致,997364242.0
2025-08-12,5498,凱崴,1463222473.0
2025-08-12,5340,建榮,911737294.0
2025-08-12,4977,眾達-KY,1302031141.0
2025-08-13,4931,新盛力,5818086837.0
2025-08-13,1802,台玻,7652298864.0
2025-08-13,6215,和椿,3317077601.0
2025-08-13,3019,亞光,14299334684.0
2025-08-13,8234,新漢,3245244347.0
2025-08-13,3305,昇貿,841479472.0
2025-08-13,5498,凱崴,2043638773.0
2025-08-13,4526,東台,1250555377.0
2025-08-13,4977,眾達-KY,1506764698.0
2025-08-13,3227,原相,2576476190.0
2025-08-14,8358,金居,4346805799.0
2025-08-14,4979,華星光,11556398777.0
2025-08-14,3363,上詮,5076051818.0
2025-08-14,6515,穎崴,3251596595.0
2025-08-14,3163,波若威,7615631812.0
2025-08-14,3305,昇貿,4147219911.0
2025-08-14,6510,精測,2086351576.0
2025-08-14,2402,毅嘉,3120749213.0
2025-08-14,5234,達興材料,524932647.0
2025-08-14,2367,燿華,1722003843.0
2025-08-14,8155,博智,1263896443.0
2025-08-14,5475,德宏,955078038.0
2025-08-15,3706,神達,18530226005.0
2025-08-15,8358,金居,10264951487.0
2025-08-15,1802,台玻,7770317809.0
2025-08-15,6442,光聖,6576555734.0
2025-08-15,6213,聯茂,8381825530.0
2025-08-15,3211,順達,3278559233.0
2025-08-15,4916,事欣科,1805085962.0
2025-08-15,5536,聖暉*,1217487167.0
2025-08-15,2498,宏達電,1159497853.0
2025-08-15,5234,達興材料,2251946077.0
2025-08-15,2233,宇隆,1393912808.0
2025-08-18,8358,金居,10629417236.0
2025-08-18,6274,台燿,10037092439.0
2025-08-18,3715,定穎投控,3739739925.0
2025-08-18,1802,台玻,7523226114.0
2025-08-18,8021,尖點,969511191.0
2025-08-18,6213,聯茂,1630771319.0
2025-08-18,5371,中光電,1677873321.0
2025-08-18,5439,高技,3757059235.0
2025-08-18,8033,雷虎,489267749.0
2025-08-18,3653,健策,3854470470.0
2025-08-18,6919,康霈*,4251372449.0
2025-08-18,4916,事欣科,4402525912.0
2025-08-18,2316,楠梓電,2794120533.0
2025-08-18,3305,昇貿,2509002902.0
2025-08-18,3081,聯亞,4435951110.0
2025-08-18,5498,凱崴,986243019.0
2025-08-18,5536,聖暉*,1058179007.0
2025-08-18,2498,宏達電,994795560.0
2025-08-18,1717,長興,4634710469.0
2025-08-18,3694,海華,809313939.0
2025-08-18,4722,國精化,989946324.0
2025-08-18,3105,穩懋,1857687543.0
2025-08-19,6919,康霈*,5851784442.0
2025-08-19,3305,昇貿,5390438182.0
2025-08-19,4772,台特化,3225514599.0
2025-08-19,2498,宏達電,6413205171.0
2025-08-19,4722,國精化,814934154.0
2025-08-20,2316,楠梓電,5435210561.0
2025-08-20,4722,國精化,2325872930.0
2025-08-21,8358,金居,3036319459.0
2025-08-21,3167,大量,6158766761.0
2025-08-21,4931,新盛力,3926612181.0
2025-08-21,3211,順達,1818733434.0
2025-08-21,1504,東元,3674410410.0
2025-08-21,2498,宏達電,5093654142.0
2025-08-21,2328,,2957723988.0
2025-08-21,5498,凱崴,980414862.0
2025-08-21,1326,台化,1669562175.0
2025-08-21,3059,華晶科,2834696377.0
2025-08-21,3708,上緯投控,972467509.0
2025-08-21,6739,竹陞科技,342632325.0
2025-08-21,2467,志聖,826716841.0
2025-08-22,3708,上緯投控,3272817055.0
2025-08-22,3535,晶彩科,1020805780.0
2025-08-22,6739,竹陞科技,821909397.0
2025-08-22,5284,jpp-KY,1947989135.0
2025-08-25,8358,金居,2414063422.0
2025-08-25,5371,中光電,6277930691.0
2025-08-25,6442,光聖,3926248939.0
2025-08-25,6805,富世達,3415271815.0
2025-08-25,3653,健策,3682303560.0
2025-08-25,8033,雷虎,3200633135.0
2025-08-25,1504,東元,9599425506.0
2025-08-25,3305,昇貿,3361000185.0
2025-08-25,3450,聯鈞,2407503076.0
2025-08-25,8234,新漢,522949656.0
2025-08-25,2328,,3434661907.0
2025-08-25,3376,新日興,2753979597.0
2025-08-25,4749,新應材,4961900588.0
2025-08-25,3059,華晶科,2538119021.0
2025-08-25,3032,偉訓,549455543.0
2025-08-25,2359,所羅門,1019797930.0
2025-08-25,4722,國精化,565043841.0
2025-08-25,6438,迅得,1080317083.0
2025-08-25,2233,宇隆,1462378417.0
2025-08-25,3535,晶彩科,3460711184.0
2025-08-25,5284,jpp-KY,888056365.0
2025-08-25,2365,昆盈,549464589.0
2025-08-25,6944,,863780239.0
2025-08-25,8249,菱光,902039161.0
2025-08-25,7402,邑錡,634018855.0
2025-08-26,3653,健策,7447011995.0
2025-08-26,8033,雷虎,2009470273.0
2025-08-26,2359,所羅門,8682763131.0
2025-08-26,4722,國精化,405417601.0
2025-08-26,3563,牧德,1993840472.0
2025-08-26,3297,杭特,790959544.0
2025-08-26,2365,昆盈,3349232983.0
2025-08-26,6584,南俊國際,753226487.0
2025-08-26,1727,中華化,457615068.0
2025-08-26,7402,邑錡,1502100448.0
2025-08-26,6683,雍智科技,1508285121.0
2025-08-27,6274,台燿,8195886517.0
2025-08-27,3163,波若威,6776637925.0
2025-08-27,8046,南電,5849906881.0
2025-08-27,2316,楠梓電,3154488978.0
2025-08-27,2498,宏達電,6465118011.0
2025-08-27,6191,精成科,4256457649.0
2025-08-27,3305,昇貿,1202184559.0
2025-08-27,8033,雷虎,7156145239.0
2025-08-27,6515,穎崴,2785316990.0
2025-08-27,2634,漢翔,3897103159.0
2025-08-27,5536,聖暉*,1854492683.0
2025-08-27,5498,凱崴,443920983.0
2025-08-27,5234,達興材料,1049440722.0
2025-08-27,2395,研華,2511916749.0
2025-08-27,3491,昇達科,2714323192.0
2025-08-27,2467,志聖,2005947505.0
2025-08-27,5469,瀚宇博,1008528385.0
2025-08-27,6584,南俊國際,1210826676.0
2025-08-27,2228,劍麟,259817734.0
2025-08-27,4583,台灣精銳,1737130000.0
2025-08-28,8046,南電,13292425127.0
2025-08-28,6191,精成科,5688759245.0
2025-08-28,4772,台特化,4497284568.0
2025-08-28,2634,漢翔,6616390538.0
2025-08-28,1536,和大,927298023.0
2025-08-28,7402,邑錡,1267416061.0
2025-08-28,2429,銘旺科,204255377.0
2025-08-28,4541,晟田,1665650729.0
2025-08-28,2406,國碩,233705455.0
2025-08-29,2449,京元電子,3163199080.0
2025-08-29,3665,貿聯-KY,7315462245.0
2025-08-29,3653,健策,4370063725.0
2025-08-29,6191,精成科,12455683233.0
2025-08-29,6515,穎崴,4262642175.0
2025-08-29,6510,精測,1734268790.0
2025-08-29,3708,上緯投控,932177372.0
2025-08-29,4977,眾達-KY,1304964956.0
2025-08-29,4971,IET-KY,831581294.0
2025-08-29,6667,信紘科,1911897643.0
2025-08-29,5469,瀚宇博,2057247852.0
2025-08-29,6753,龍德造船,1560287650.0
2025-08-29,2493,揚博,813725826.0
2025-08-29,4541,晟田,2483923279.0
2025-08-29,2228,劍麟,827698516.0
2025-09-01,6515,穎崴,6571884745.0
2025-09-01,3529,力旺,4469618375.0
2025-09-01,5536,聖暉*,5704977273.0
2025-09-01,3294,英濟,2273792374.0
2025-09-02,8358,金居,19031061624.0
2025-09-02,6919,康霈*,7907968782.0
2025-09-02,4743,合一,1005197245.0
2025-09-03,5371,中光電,9082772338.0
2025-09-03,6919,康霈*,13801695682.0
2025-09-03,2634,漢翔,9894567323.0
2025-09-03,8028,昇陽半導體,5066519000.0
2025-09-03,8033,雷虎,679437035.0
2025-09-03,5314,世紀*,2563179138.0
2025-09-03,2630,亞航,536372097.0
2025-09-03,3491,昇達科,4049931363.0
2025-09-03,4968,立積,1156163610.0
2025-09-03,4541,晟田,1367989743.0
2025-09-03,7402,邑錡,193907324.0
2025-09-03,6761,穩得,1151001371.0
2025-09-03,3416,融程電,821710485.0
2025-09-04,3665,貿聯-KY,8634315525.0
2025-09-04,3653,健策,5944035130.0
2025-09-04,5314,世紀*,3189368230.0
2025-09-04,6753,龍德造船,3142517844.0
2025-09-04,1605,華新,1035190583.0
2025-09-04,7402,邑錡,674403199.0
2025-09-04,4303,信立,1161067635.0
2025-09-04,2353,宏碁,954620956.0
2025-09-04,8039,台虹,2021220400.0
2025-09-04,3707,漢磊,1533688184.0
2025-09-05,8358,金居,14658839527.0
2025-09-05,3211,順達,5204715470.0
2025-09-05,6781,AES-KY,2605717065.0
2025-09-05,6223,旺矽,4585991950.0
2025-09-05,2408,南亞科,8401615241.0
2025-09-05,6515,穎崴,708405555.0
2025-09-05,5309,系統電,2699794482.0
2025-09-05,5314,世紀*,6273772403.0
2025-09-05,3059,華晶科,3249806109.0
2025-09-05,2344,華邦電,4992131427.0
2025-09-05,6510,精測,1746346520.0
2025-09-05,5234,達興材料,1415943069.0
2025-09-05,8299,群聯,3172952366.0
2025-09-05,6789,采鈺,2945710738.0
2025-09-05,3535,晶彩科,648099815.0
2025-09-05,7402,邑錡,584234148.0
2025-09-05,3323,加百裕,942449024.0
2025-09-08,3711,日月光投控,7624959530.0
2025-09-08,5314,世紀*,7308699726.0
2025-09-08,4977,眾達-KY,4009715015.0
2025-09-08,3605,宏致,1998401783.0
2025-09-08,8021,尖點,436482979.0
2025-09-08,7402,邑錡,383927211.0
2025-09-08,3707,漢磊,1853086049.0
2025-09-08,6739,竹陞科技,755382097.0
2025-09-08,5443,均豪,2205535091.0
2025-09-09,8358,金居,17399594488.0
2025-09-09,1815,富喬,3112483463.0
2025-09-09,1504,東元,13728799063.0
2025-09-09,5309,系統電,5162771073.0
2025-09-09,8021,尖點,6307083562.0
2025-09-09,5498,凱崴,240531500.0
2025-09-09,5289,宜鼎,2341362276.0
2025-09-09,5475,德宏,601275988.0
2025-09-10,5371,中光電,5970462746.0
2025-09-10,6669,緯穎,9813313715.0
2025-09-10,3715,定穎投控,4926181951.0
2025-09-10,1504,東元,7714987003.0
2025-09-10,2374,佳能,6065229523.0
2025-09-10,2301,光寶科,3198565328.0
2025-09-10,2328,,4372891055.0
2025-09-10,6753,龍德造船,1889408109.0
2025-09-10,8299,群聯,6555701935.0
2025-09-10,4722,國精化,654222525.0
2025-09-10,3297,杭特,236804751.0
2025-09-10,3323,加百裕,1830878500.0
2025-09-10,2208,台船,1467104732.0
2025-09-10,2231,為升,912694712.0
2025-09-10,5475,德宏,929610765.0
2025-09-11,3305,昇貿,3462849176.0
2025-09-11,3323,加百裕,2834908997.0
2025-09-12,3707,漢磊,1703059292.0
2025-09-12,2228,劍麟,469106807.0
2025-09-12,5392,能率,1040015482.0
2025-09-12,6239,力成,3470941604.0
2025-09-15,2408,南亞科,15523049646.0
2025-09-15,3707,漢磊,3081373053.0
2025-09-15,8088,品安,963988210.0
2025-09-16,8046,南電,3410787352.0
2025-09-16,2374,佳能,6790573965.0
2025-09-16,8021,尖點,1877911781.0
2025-09-16,6488,環球晶,8098862968.0
2025-09-16,6449,鈺邦,959625073.0
2025-09-16,4722,國精化,721520288.0
2025-09-16,6739,竹陞科技,975033426.0
2025-09-17,3707,漢磊,3570622539.0
2025-09-17,6770,力積電,3267932783.0
2025-09-17,2329,華泰,807695423.0
2025-09-18,2344,華邦電,14081142879.0
2025-09-18,3324,雙鴻,15003439561.0
2025-09-18,6488,環球晶,10616594813.0
2025-09-18,6515,穎崴,2675694605.0
2025-09-18,3535,晶彩科,1431819362.0
2025-09-18,5469,瀚宇博,2086745844.0
2025-09-18,6770,力積電,7110942517.0
2025-09-18,2337,旺宏,2981433724.0
2025-09-18,2363,矽統,1918926318.0
2025-09-19,8046,南電,9998913047.0
2025-09-19,3450,聯鈞,6183209171.0
2025-09-19,5469,瀚宇博,3331118773.0
2025-09-19,4991,環宇-KY,3787422260.0
2025-09-19,4722,國精化,1884369252.0
2025-09-19,3035,智原,3044761416.0
2025-09-22,5371,中光電,4550039701.0
2025-09-22,2301,光寶科,11859034478.0
2025-09-22,5314,世紀*,1049161531.0
2025-09-22,3260,威剛,4094915708.0
2025-09-22,3131,弘塑,4236786285.0
2025-09-22,6510,精測,1687773890.0
2025-09-22,5469,瀚宇博,3057307636.0
2025-09-22,6449,鈺邦,1968667197.0
2025-09-22,3006,晶豪科,1258789236.0
2025-09-22,4722,國精化,1771949834.0
2025-09-22,2231,為升,478667735.0
2025-09-22,2630,亞航,549133979.0
2025-09-22,6584,南俊國際,409590096.0
2025-09-23,1504,東元,11529738022.0
2025-09-23,5314,世紀*,1264445530.0
2025-09-23,6770,力積電,5992042796.0
2025-09-23,5392,能率,1707054620.0
2025-09-23,6739,竹陞科技,1086409097.0
2025-09-23,6640,均華,980175370.0
2025-09-23,3048,益登,829099155.0
2025-09-24,2324,仁寶,4367624227.0
2025-09-24,3583,辛耘,5061101621.0
2025-09-24,3708,上緯投控,1314414514.0
2025-09-24,3016,嘉晶,706087398.0
2025-09-24,2492,華新科,3895933937.0
2025-09-24,2375,凱美,1625766350.0
2025-09-25,8021,尖點,6341487284.0
2025-09-25,5392,能率,3067728004.0
2025-09-25,1605,華新,1138688565.0
2025-09-30,3653,健策,3702574580.0
2025-09-30,3231,緯創,15420914378.0
2025-09-30,8299,群聯,2684452310.0
2025-09-30,8021,尖點,4683350871.0
2025-09-30,6770,力積電,3870641056.0
2025-09-30,3260,威剛,3821973045.0
2025-09-30,6510,精測,2079073500.0
2025-09-30,4722,國精化,1780764703.0
2025-09-30,3376,新日興,3162226192.0
2025-09-30,6706,惠特,1028740564.0
2025-10-01,1504,東元,7678481475.0
2025-10-01,8021,尖點,3607502998.0
2025-10-01,6770,力積電,11027525704.0
2025-10-01,6739,竹陞科技,1066501994.0
2025-10-01,5475,德宏,510897900.0
2025-10-02,1504,東元,18187181718.0
2025-10-02,8299,群聯,10278334368.0
2025-10-02,8996,,5114825624.0
2025-10-03,8046,南電,11203281708.0
2025-10-03,6805,富世達,5595289200.0
2025-10-03,4722,國精化,4092426240.0
2025-10-03,3006,晶豪科,4438232906.0
2025-10-03,6449,鈺邦,1958364782.0
2025-10-03,6217,中探針,1137926246.0
2025-10-03,8096,擎亞,604927644.0
2025-10-03,6235,華孚,344280207.0
2025-10-07,8358,金居,18443092861.0
2025-10-07,2344,華邦電,11465121331.0
2025-10-07,1815,富喬,8455501331.0
2025-10-07,6770,力積電,10772212292.0
2025-10-07,1802,台玻,4238836130.0
2025-10-07,6531,愛普*,3549034231.0
2025-10-07,1605,華新,4658297981.0
2025-10-07,4967,十銓,1512621350.0
2025-10-07,3413,京鼎,2073552655.0
2025-10-07,8110,華東,2327566669.0
2025-10-08,5289,宜鼎,2275917968.0
2025-10-08,4967,十銓,3102859842.0
2025-10-09,5289,宜鼎,3225010633.0
2025-10-09,3189,景碩,4574520594.0
2025-10-09,2329,華泰,3427671662.0
2025-10-09,8271,宇瞻,1233329517.0
2025-10-09,5475,德宏,539096449.0
2025-10-13,4967,十銓,5692923557.0
2025-10-13,2630,亞航,1121221974.0
2025-10-13,6664,群翊,818258540.0
2025-10-14,8996,,1411565260.0
2025-10-14,2609,陽明,5244868535.0
2025-10-14,6282,康舒,1465905581.0
2025-10-14,2615,萬海,3789276972.0
2025-10-15,8046,南電,12796388304.0
2025-10-15,3324,雙鴻,10464127663.0
2025-10-15,6223,旺矽,5112975800.0
2025-10-15,6139,亞翔,5965293276.0
2025-10-15,8028,昇陽半導體,2222598149.0
2025-10-15,3189,景碩,4117754864.0
2025-10-15,8996,,10052288375.0
2025-10-15,5536,聖暉*,2342128654.0
2025-10-15,2481,強茂,6331373065.0
2025-10-15,8271,宇瞻,2769304596.0
2025-10-15,3016,嘉晶,327850264.0
2025-10-15,6217,中探針,1339345020.0
2025-10-15,8054,,847618499.0
2025-10-16,2344,華邦電,19028495936.0
2025-10-16,2408,南亞科,13102584977.0
2025-10-16,8299,群聯,1660397346.0
2025-10-16,1605,華新,4578305707.0
2025-10-16,3189,景碩,13704030189.0
2025-10-16,5469,瀚宇博,2055977731.0
2025-10-16,8271,宇瞻,5875134058.0
2025-10-16,8110,華東,1301659814.0
2025-10-16,8088,品安,1168615153.0
2025-10-16,2451,創見,1727533764.0
2025-10-17,2408,南亞科,26846236201.0
2025-10-17,2375,凱美,2436424545.0
2025-10-17,6173,信昌電,583905191.0
2025-10-17,8088,品安,2644088540.0
2025-10-17,8043,蜜望實,320803969.0
2025-10-20,1504,東元,8482240596.0
2025-10-20,8021,尖點,1394459072.0
2025-10-20,2481,強茂,2496689985.0
2025-10-20,2337,旺宏,3419308987.0
2025-10-20,2492,華新科,4314720882.0
2025-10-20,3163,波若威,3362363781.0
2025-10-20,2375,凱美,4935308879.0
2025-10-20,3081,聯亞,2013962511.0
2025-10-20,8110,華東,1709117171.0
2025-10-20,6173,信昌電,2166751712.0
2025-10-20,8043,蜜望實,550865715.0
2025-10-20,2474,可成,1277309580.0
2025-10-20,3026,禾伸堂,1303937084.0
2025-10-21,3443,創意,11185536155.0
2025-10-21,6805,富世達,5373113655.0
2025-10-21,4958,臻鼎-KY,4085629117.0
2025-10-21,2481,強茂,5957280793.0
2025-10-21,1795,美時,4350943784.0
2025-10-21,3305,昇貿,1538509670.0
2025-10-21,5392,能率,1072623422.0
2025-10-21,3016,嘉晶,805672148.0
2025-10-21,3532,台勝科,1182634796.0
2025-10-21,6182,合晶,1540577026.0
2025-10-21,8043,蜜望實,870825835.0
2025-10-21,6462,神盾,610545367.0
2025-10-21,2472,立隆電,2981466729.0
2025-10-22,4931,新盛力,1230123030.0
2025-10-22,6282,康舒,4568669934.0
2025-10-22,2312,金寶,2788740696.0
2025-10-22,2428,興勤,1674990695.0
2025-10-23,8054,,3025689257.0
2025-10-27,2344,華邦電,4347507686.0
2025-10-27,2327,國巨*,28484589171.0
2025-10-27,2408,南亞科,3354849480.0
2025-10-27,6770,力積電,10843383105.0
2025-10-27,3260,威剛,5340016947.0
2025-10-27,8299,群聯,1189916904.0
2025-10-27,6442,光聖,5209165597.0
2025-10-27,2492,華新科,5074870007.0
2025-10-27,2337,旺宏,4050045803.0
2025-10-27,6290,良維,2285121040.0
2025-10-27,3006,晶豪科,4282733721.0
2025-10-27,8112,至上,4421031771.0
2025-10-27,2316,楠梓電,1692856337.0
2025-10-27,4989,榮科,174953262.0
2025-10-28,8210,勤誠,3900682590.0
2025-10-28,4979,華星光,4855347462.0
2025-10-28,2337,旺宏,7102770284.0
2025-10-28,6290,良維,5495734905.0
2025-10-28,6239,力成,4566923153.0
2025-10-28,4991,環宇-KY,2675532479.0
2025-10-28,8096,擎亞,1029088870.0
2025-10-29,2449,京元電子,12056850446.0
2025-10-29,8996,,1588203244.0
2025-10-29,6515,穎崴,3370563260.0
2025-10-29,3035,智原,2969681845.0
2025-10-29,6217,中探針,993074393.0
2025-10-29,2316,楠梓電,3175339096.0
2025-10-29,8096,擎亞,1642444631.0
2025-10-29,4989,榮科,349887333.0
2025-10-30,3006,晶豪科,4458361334.0
2025-10-30,2615,萬海,5406851026.0
2025-10-31,3711,日月光投控,13230329914.0
2025-10-31,2368,金像電,10287225260.0
2025-10-31,1519,華城,8659300159.0
2025-10-31,5439,高技,5976392901.0
2025-10-31,4991,環宇-KY,4234023319.0
2025-10-31,3105,穩懋,2606341149.0
2025-11-03,1519,華城,12410986088.0
2025-11-03,2421,建準,3619941128.0
2025-11-03,6173,信昌電,1324104362.0
2025-11-03,8033,雷虎,465354397.0
2025-11-03,3105,穩懋,1967097738.0
2025-11-03,3167,大量,1605127796.0
2025-11-03,6257,矽格,1738166769.0
2025-11-04,1608,華榮,567947609.0
2025-11-06,3661,世芯-KY,15588641410.0
2025-11-06,2337,旺宏,9841716058.0
2025-11-06,3529,力旺,4201618850.0
2025-11-06,5274,信驊,5436027450.0
2025-11-06,8110,華東,2122664848.0
2025-11-06,4989,榮科,1221344835.0
2025-11-06,6584,南俊國際,944349939.0
2025-11-07,8271,宇瞻,2022656662.0
2025-11-07,2421,建準,3387165747.0
2025-11-07,8110,華東,4669833415.0
2025-11-07,8088,品安,1244500796.0
2025-11-07,2451,創見,1528676530.0
2025-11-07,3162,精確,1979895005.0
2025-11-10,2408,南亞科,28260748677.0
2025-11-10,2344,華邦電,2006047657.0
2025-11-10,3443,創意,13198975465.0
2025-11-10,8299,群聯,7874510795.0
2025-11-10,8112,至上,7675980540.0
2025-11-10,5314,世紀*,1143599156.0
2025-11-10,8271,宇瞻,2957191156.0
2025-11-10,8110,華東,3855926710.0
2025-11-10,8096,擎亞,1869502108.0
2025-11-10,2451,創見,486294689.0
2025-11-10,5351,鈺創,1229949077.0
2025-11-10,6485,點序,217709975.0
2025-11-11,6669,緯穎,16383633730.0
2025-11-11,1815,富喬,12428669007.0
2025-11-11,3715,定穎投控,4566544287.0
2025-11-11,1802,台玻,6682226698.0
2025-11-11,8110,華東,6197370474.0
2025-11-11,6173,信昌電,768537078.0
2025-11-11,4989,榮科,1364042607.0
2025-11-11,2451,創見,355742810.0
2025-11-11,5351,鈺創,2558102067.0
2025-11-12,6770,力積電,17621987119.0
2025-11-12,1815,富喬,12863616774.0
2025-11-12,2368,金像電,3144503212.0
2025-11-12,8021,尖點,8811230791.0
2025-11-12,5289,宜鼎,3223491836.0
2025-11-12,1303,南亞,8385497650.0
2025-11-12,1802,台玻,8021675554.0
2025-11-12,8110,華東,2503380374.0
2025-11-12,3491,昇達科,2641582954.0
2025-11-12,2451,創見,3085651805.0
2025-11-12,2498,宏達電,381782819.0
2025-11-12,8150,南茂,2076256989.0
2025-11-12,8103,瀚荃,522906362.0
2025-11-13,6442,光聖,9793518436.0
2025-11-13,3189,景碩,5179385762.0
2025-11-13,3715,定穎投控,11054766907.0
2025-11-13,2492,華新科,5152530489.0
2025-11-13,1605,華新,11568705906.0
2025-11-13,5274,信驊,4955293655.0
2025-11-13,2404,漢唐,2377740019.0
2025-11-13,2375,凱美,2165909300.0
2025-11-13,8110,華東,4740664061.0
2025-11-13,2472,立隆電,1129692533.0
2025-11-13,3090,日電貿,1051845598.0
2025-11-13,2451,創見,3249877160.0
2025-11-13,8150,南茂,2284749760.0
2025-11-13,8043,蜜望實,555956873.0
2025-11-13,1326,台化,3512641292.0
2025-11-13,2486,一詮,2516301751.0
2025-11-14,8043,蜜望實,1433335422.0
2025-11-14,4763,,1394536922.0
2025-11-14,3543,州巧,254206422.0
2025-11-14,6209,今國光,845382488.0
2025-11-17,6442,光聖,7560334737.0
2025-11-17,3529,力旺,3133794050.0
2025-11-17,3167,大量,5601611492.0
2025-11-17,6584,南俊國際,1705277195.0
2025-11-17,2486,一詮,947599549.0
2025-11-19,6919,康霈*,1270635688.0
2025-11-20,1815,富喬,6806921878.0
